Generator.Name.cea,Generator.Name.posoco
GEN_212001_AGBPP2-AS_220_4,GEN_522014_AGBPP2_220_4
GEN_212001_AGBPP2-AS_220_5,GEN_522014_AGBPP2_220_5
GEN_212001_AGBPP2-AS_220_6,GEN_522014_AGBPP2_220_6
GEN_212001_AGBPP2-AS_220_7,GEN_522014_AGBPP2_220_7
GEN_212001_AGBPP2-AS_220_8,GEN_522014_AGBPP2_220_8
GEN_212001_AGBPP2-AS_220_9,GEN_522014_AGBPP2_220_9
GEN_214051_BTPS4_400_1,GEN_524002_BTPS-NT4_400_1
GEN_214051_BTPS4_400_2,GEN_524002_BTPS-NT4_400_2
GEN_251080_LOKTAK1_132_1,GEN_531001_LOKTAK1_132_1
GEN_251080_LOKTAK1_132_2,GEN_531001_LOKTAK1_132_2
GEN_251080_LOKTAK1_132_3,GEN_531001_LOKTAK1_132_3
GEN_231000_UMTRU1_132_1,GEN_541012_UMTRU1_132_1
GEN_231000_UMTRU1_132_2,GEN_541012_UMTRU1_132_2
GEN_231000_UMTRU1_132_3,GEN_541012_UMTRU1_132_3
GEN_231000_UMTRU1_132_4,GEN_541012_UMTRU1_132_4
GEN_231010_UMIAM1-1_132_1,GEN_541013_UMIAM1-1_132_1
GEN_231010_UMIAM1-1_132_2,GEN_541013_UMIAM1-1_132_2
GEN_231010_UMIAM1-1_132_3,GEN_541013_UMIAM1-1_132_3
GEN_231010_UMIAM1-1_132_4,GEN_541013_UMIAM1-1_132_4
GEN_231020_UMIAM2-1_132_1,GEN_541014_UMIAM2-1_132_1
GEN_231020_UMIAM2-1_132_2,GEN_541014_UMIAM2-1_132_2
GEN_231030_UMIAM3-1_132_1,GEN_541015_UMIAM3-1_132_1
GEN_231030_UMIAM3-1_132_2,GEN_541015_UMIAM3-1_132_2
GEN_231040_UMIAM4-1_132_1,GEN_541016_UMIAM4-1_132_1
GEN_231040_UMIAM4-1_132_2,GEN_541016_UMIAM4-1_132_2
GEN_231410_MPL_132_1,GEN_541024_MPL_132_1
GEN_231410_MPL_132_2,GEN_541024_MPL_132_2
GEN_231150_ADHUNIK1_132_1,GEN_541027_ADHUNIK1_132_1
GEN_231280_LESHKA1_132_1,GEN_541031_LESHKA1_132_1
GEN_231280_LESHKA1_132_2,GEN_541031_LESHKA1_132_2
GEN_231280_LESHKA1_132_3,GEN_541032_LESKHASPLT_132_3
GEN_261020_KOLASIB1_132_1,GEN_551005_KOLASIB1_132_1
GEN_261020_KOLASIB1_132_2,GEN_551005_KOLASIB1_132_2
GEN_261020_KOLASIB1_132_3,GEN_551005_KOLASIB1_132_3
GEN_261080_BAIRABI1_132_1,GEN_551008_BAIRABI1_132_1
GEN_241510_DOYANG1_132_1,GEN_561002_DOYANG1_132_1
GEN_241510_DOYANG1_132_2,GEN_561002_DOYANG1_132_2
GEN_241510_DOYANG1_132_3,GEN_561002_DOYANG1_132_3
GEN_246100_LIKIMARO1_66_1,GEN_561009_LIKIMRO1_66_1
GEN_246100_LIKIMARO1_66_2,GEN_561009_LIKIMRO1_66_2
GEN_246100_LIKIMARO1_66_3,GEN_561009_LIKIMRO1_66_3
GEN_276400_GUMTI6_66_1,GEN_570003_GUMTI6_66_1
GEN_276400_GUMTI6_66_2,GEN_570003_GUMTI6_66_2
GEN_276400_GUMTI6_66_3,GEN_570003_GUMTI6_66_3
GEN_276360_ROKHIA6_66_1,GEN_570012_ROKHIA6_66_1
GEN_276360_ROKHIA6_66_2,GEN_570012_ROKHIA6_66_2
GEN_276430_BARAMRA6_66_1,GEN_570013_BARAMRA6_66_1
GEN_276430_BARAMRA6_66_2,GEN_570013_BARAMRA6_66_2
GEN_271600_MONARCHAK1_132_1,GEN_571002_MONARCHK1_132_GT
GEN_271120_AGTPP1_132_1,GEN_571004_AGTPP1_132_G1
GEN_271120_AGTPP1_132_2,GEN_571004_AGTPP1_132_G2
GEN_271120_AGTPP1_132_3,GEN_571004_AGTPP1_132_G3
GEN_271120_AGTPP1_132_4,GEN_571004_AGTPP1_132_G4
GEN_271120_AGTPP1_132_5,GEN_571004_AGTPP1_132_S1
GEN_271120_AGTPP1_132_6,GEN_571004_AGTPP1_132_S2
GEN_271340_ROKHIA1_132_1,GEN_571006_ROKHIA1_132_1
GEN_271340_ROKHIA1_132_2,GEN_571006_ROKHIA1_132_2
GEN_271340_ROKHIA1_132_3,GEN_571006_ROKHIA1_132_3
GEN_271080_TELIMURA1_132_1,GEN_571010_TLIMURA1_132_1
GEN_271080_TELIMURA1_132_2,GEN_571010_TLIMURA1_132_2
GEN_271080_TELIMURA1_132_3,GEN_571010_TLIMURA1_132_3
GEN_274080_PALATAN4_400_1,GEN_574001_PALATAN4_400_G1
GEN_274080_PALATAN4_400_2,GEN_574001_PALATAN4_400_G2
GEN_281104_KURICHU1_132_1,GEN_581004_KURICHU1_132_1
GEN_281104_KURICHU1_132_2,GEN_581004_KURICHU1_132_2
GEN_281104_KURICHU1_132_3,GEN_581004_KURICHU1_132_3
GEN_281104_KURICHU1_132_4,GEN_581004_KURICHU1_132_4
